Order_ID;Order_Date;Customer_ID;Product_ID;Quantity;Customer_Name;Email;Country;Coffee_Type;Roast_Type;Size;Unit_Price;Sales;Coffee_type_Name;Roast_type_Name
ZFS-30776-804;Feb-05-2021;58638-01029-CB;A-L-0.5;5;"Blancha McAmish";bmcamish2e@tripadvisor.com;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 38.85";Arabica;Light
QUU-91729-492;Jul-29-2021;90312-11148-LA;A-D-0.2;4;"Lowell Keenleyside";lkeenleyside3s@topsy.com;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 11.94";Arabica;Dark
PVI-72795-960;Mar-17-2022;68239-74809-TF;E-L-2.5;3;"Elonore Joliffe";NULL;Ireland;Exc;L;"2.5 kg";"$ 34.15";"$ 102.46";Excelsa;Light
PPP-78935-365;Feb-11-2021;91074-60023-IP;E-D-1;4;"Abraham Coleman";NULL;"United States";Exc;D;"1.0 kg";"$ 12.15";"$ 48.60";Excelsa;Dark
JUO-34131-517;Feb-13-2019;07972-83748-JI;L-D-1;6;"Rivy Farington";NULL;"United States";Lib;D;"1.0 kg";"$ 12.95";"$ 77.70";Libarica;Dark
ZJE-89333-489;May-13-2022;08694-57330-XR;L-D-2.5;1;"Vallie Kundt";vkundt3w@bigcartel.com;Ireland;Lib;D;"2.5 kg";"$ 29.78";"$ 29.78";Libarica;Dark
LOO-35324-159;May-19-2020;68412-11126-YJ;A-L-0.2;4;"Boyd Bett";bbett3x@google.de;"United States";Ara;L;"0.2 kg";"$ 3.89";"$ 15.54";Arabica;Light
JBQ-93412-846;Apr-27-2022;69037-66822-DW;E-L-2.5;4;"Julio Armytage";NULL;Ireland;Exc;L;"2.5 kg";"$ 34.15";"$ 136.62";Excelsa;Light
EHX-66333-637;Sep-09-2020;01297-94364-XH;L-M-0.5;2;"Deana Staite";dstaite3z@scientificamerican.com;"United States";Lib;M;"0.5 kg";"$ 8.73";"$ 17.46";Libarica;Medium
WXG-25759-236;Mar-10-2021;39919-06540-ZI;E-L-2.5;2;"Winn Keyse";wkeyse40@apple.com;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 68.31";Excelsa;Light
QNA-31113-984;Apr-07-2019;60512-78550-WS;L-M-0.2;4;"Osmund Clausen-Thue";oclausenthue41@marriott.com;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 17.46";Libarica;Medium
ZWI-52029-159;Jul-12-2020;40172-12000-AU;L-M-1;3;"Leonore Francisco";lfrancisco42@fema.gov;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 43.65";Libarica;Medium
ZWI-52029-159;Jul-12-2020;40172-12000-AU;E-M-1;2;"Leonore Francisco";lfrancisco42@fema.gov;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 27.50";Excelsa;Medium
DFS-49954-707;Dec-21-2021;39019-13649-CL;E-D-0.2;5;"Giacobo Skingle";gskingle44@clickbank.net;"United States";Exc;D;"0.2 kg";"$ 3.65";"$ 18.23";Excelsa;Dark
VYP-89830-878;Oct-04-2020;12715-05198-QU;A-M-2.5;2;"Gerard Pirdy";NULL;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 51.75";Arabica;Medium
AMT-40418-362;Aug-08-2020;04513-76520-QO;L-D-1;1;"Jacinthe Balsillie";jbalsillie46@princeton.edu;"United States";Lib;D;"1.0 kg";"$ 12.95";"$ 12.95";Libarica;Dark
NFQ-23241-793;Oct-11-2020;88446-59251-SQ;A-M-1;3;"Quinton Fouracres";NULL;"United States";Ara;M;"1.0 kg";"$ 11.25";"$ 33.75";Arabica;Medium
JQK-64922-985;Nov-10-2021;23779-10274-KN;R-M-2.5;3;"Bettina Leffek";bleffek48@ning.com;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 68.65";Robusta;Medium
YET-17732-678;Jun-20-2021;57235-92842-DK;R-D-0.2;1;"Hetti Penson";NULL;"United States";Rob;D;"0.2 kg";"$ 2.68";"$ 2.68";Robusta;Dark
NKW-24945-846;Oct-04-2021;75977-30364-AY;A-D-2.5;5;"Jocko Pray";jpray4a@youtube.com;"United States";Ara;D;"2.5 kg";"$ 22.88";"$ 114.42";Arabica;Dark
VKA-82720-513;Jun-24-2019;12299-30914-NG;A-M-2.5;6;"Grete Holborn";gholborn4b@ow.ly;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 155.25";Arabica;Medium
THA-60599-417;Oct-26-2019;59971-35626-YJ;A-M-2.5;3;"Fielding Keinrat";fkeinrat4c@dailymail.co.uk;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 77.62";Arabica;Medium
MEK-39769-035;Jun-27-2021;15380-76513-PS;R-D-2.5;3;"Paulo Yea";pyea4d@aol.com;Ireland;Rob;D;"2.5 kg";"$ 20.58";"$ 61.75";Robusta;Dark
JAF-18294-750;Sep-06-2019;73564-98204-EY;R-D-2.5;6;"Say Risborough";NULL;"United States";Rob;D;"2.5 kg";"$ 20.58";"$ 123.51";Robusta;Dark
TME-59627-221;Apr-30-2021;72282-40594-RX;L-L-2.5;6;"Alexa Sizey";NULL;"United States";Lib;L;"2.5 kg";"$ 36.46";"$ 218.73";Libarica;Light
UDG-65353-824;Jan-07-2020;17514-94165-RJ;E-M-0.5;4;"Kari Swede";kswede4g@addthis.com;"United States";Exc;M;"0.5 kg";"$ 8.25";"$ 33.00";Excelsa;Medium
ENQ-42923-176;Jan-11-2021;56248-75861-JX;A-L-0.5;3;"Leontine Rubrow";lrubrow4h@microsoft.com;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 23.31";Arabica;Light
CBT-55781-720;Nov-15-2021;97855-54761-IS;E-D-0.5;3;"Dottie Tift";dtift4i@netvibes.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 21.87";Excelsa;Dark
NEU-86533-016;Jun-03-2019;96544-91644-IT;R-D-0.2;6;"Gerardo Schonfeld";gschonfeld4j@oracle.com;"United States";Rob;D;"0.2 kg";"$ 2.68";"$ 16.11";Robusta;Dark
BYU-58154-603;Dec-17-2020;51971-70393-QM;E-D-0.5;4;"Claiborne Feye";cfeye4k@google.co.jp;Ireland;Exc;D;"0.5 kg";"$ 7.29";"$ 29.16";Excelsa;Dark
EHJ-05910-257;Feb-07-2021;06812-11924-IK;R-D-1;6;"Mina Elstone";NULL;"United States";Rob;D;"1.0 kg";"$ 8.95";"$ 53.70";Robusta;Dark
EIL-44855-309;Mar-15-2021;59741-90220-OW;R-D-0.5;5;"Sherman Mewrcik";NULL;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 26.85";Robusta;Dark
HCA-87224-420;Aug-04-2022;62682-27930-PD;E-M-0.5;5;"Tamarah Fero";tfero4n@comsenz.com;"United States";Exc;M;"0.5 kg";"$ 8.25";"$ 41.25";Excelsa;Medium
ABO-29054-365;Jan-19-2019;00256-19905-YG;A-M-0.5;6;"Stanislaus Valsler";NULL;Ireland;Ara;M;"0.5 kg";"$ 6.75";"$ 40.50";Arabica;Medium
TKN-58485-031;Mar-23-2022;38890-22576-UI;R-D-1;2;"Felita Dauney";fdauney4p@sphinn.com;Ireland;Rob;D;"1.0 kg";"$ 8.95";"$ 17.90";Robusta;Dark
RCK-04069-371;Oct-07-2021;94573-61802-PH;E-L-2.5;2;"Serena Earley";searley4q@youku.com;"United Kingdom";Exc;L;"2.5 kg";"$ 34.15";"$ 68.31";Excelsa;Light
IRJ-67095-738;Mar-20-2019;86447-02699-UT;E-M-2.5;2;"Minny Chamberlayne";mchamberlayne4r@bigcartel.com;"United States";Exc;M;"2.5 kg";"$ 31.62";"$ 63.25";Excelsa;Medium
VEA-31961-977;Dec-15-2021;51432-27169-KN;E-D-0.5;3;"Bartholemy Flaherty";bflaherty4s@moonfruit.com;Ireland;Exc;D;"0.5 kg";"$ 7.29";"$ 21.87";Excelsa;Dark
BAF-42286-205;Jun-08-2022;43074-00987-PB;R-M-2.5;4;"Oran Colbeck";ocolbeck4t@sina.com.cn;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 91.54";Robusta;Medium
WOR-52762-511;Dec-14-2019;04739-85772-QT;E-L-2.5;6;"Elysee Sketch";NULL;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 204.93";Excelsa;Light
ZWK-03995-815;Apr-10-2021;28279-78469-YW;E-M-2.5;2;"Ethelda Hobbing";ehobbing4v@nsw.gov.au;"United States";Exc;M;"2.5 kg";"$ 31.62";"$ 63.25";Excelsa;Medium
CKF-43291-846;Mar-10-2020;91829-99544-DS;E-L-2.5;1;"Odille Thynne";othynne4w@auda.org.au;"United States";Exc;L;"2.5 kg";"$ 34.15";"$ 34.15";Excelsa;Light
RMW-74160-339;Oct-16-2020;38978-59582-JP;R-L-2.5;4;"Emlynne Heining";eheining4x@flickr.com;"United States";Rob;L;"2.5 kg";"$ 27.48";"$ 109.94";Robusta;Light
FMT-94584-786;Oct-08-2019;86504-96610-BH;A-L-1;2;"Katerina Melloi";kmelloi4y@imdb.com;"United States";Ara;L;"1.0 kg";"$ 12.95";"$ 25.90";Arabica;Light
NWT-78222-575;Dec-31-2019;75986-98864-EZ;A-D-0.2;1;"Tiffany Scardafield";NULL;Ireland;Ara;D;"0.2 kg";"$ 2.99";"$ 2.99";Arabica;Dark
EOI-02511-919;Mar-20-2020;66776-88682-RG;E-L-0.2;5;"Abrahan Mussen";amussen50@51.la;"United States";Exc;L;"0.2 kg";"$ 4.46";"$ 22.28";Excelsa;Light
EOI-02511-919;Mar-20-2020;66776-88682-RG;A-D-0.5;5;"Abrahan Mussen";amussen50@51.la;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 29.85";Arabica;Dark
UCT-03935-589;Mar-29-2021;85851-78384-DM;R-D-0.5;6;"Anny Mundford";amundford52@nbcnews.com;"United States";Rob;D;"0.5 kg";"$ 5.37";"$ 32.22";Robusta;Dark
SBI-60013-494;Nov-12-2021;55232-81621-BX;E-M-0.2;2;"Tory Walas";twalas53@google.ca;"United States";Exc;M;"0.2 kg";"$ 4.13";"$ 8.25";Excelsa;Medium
QRA-73277-814;Jul-20-2021;80310-92912-JA;A-L-0.5;4;"Isa Blazewicz";iblazewicz54@thetimes.co.uk;"United States";Ara;L;"0.5 kg";"$ 7.77";"$ 31.08";Arabica;Light
EQE-31648-909;Jan-18-2019;19821-05175-WZ;E-D-0.5;5;"Angie Rizzetti";arizzetti55@naver.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 36.45";Excelsa;Dark
QOO-24615-950;Aug-07-2019;01338-83217-GV;R-M-2.5;3;"Mord Meriet";mmeriet56@noaa.gov;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 68.65";Robusta;Medium
WDV-73864-037;Mar-13-2022;66044-25298-TA;L-M-0.5;5;"Lawrence Pratt";lpratt57@netvibes.com;"United States";Lib;M;"0.5 kg";"$ 8.73";"$ 43.65";Libarica;Medium
PKR-88575-066;May-17-2022;28728-47861-TZ;E-L-0.2;1;"Astrix Kitchingham";akitchingham58@com.com;"United States";Exc;L;"0.2 kg";"$ 4.46";"$ 4.46";Excelsa;Light
BWR-85735-955;Dec-14-2019;32638-38620-AX;L-M-1;3;"Burnard Bartholin";bbartholin59@xinhuanet.com;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 43.65";Libarica;Medium
YFX-64795-136;Jan-15-2020;83163-65741-IH;L-M-2.5;1;"Madelene Prinn";mprinn5a@usa.gov;"United States";Lib;M;"2.5 kg";"$ 33.46";"$ 33.46";Libarica;Medium
DDO-71442-967;Apr-12-2019;89422-58281-FD;L-D-0.2;5;"Alisun Baudino";abaudino5b@netvibes.com;"United States";Lib;D;"0.2 kg";"$ 3.89";"$ 19.43";Libarica;Dark
ILQ-11027-588;Mar-29-2020;76293-30918-DQ;E-D-1;6;"Philipa Petrushanko";ppetrushanko5c@blinklist.com;Ireland;Exc;D;"1.0 kg";"$ 12.15";"$ 72.90";Excelsa;Dark
KRZ-13868-122;Mar-24-2022;86779-84838-EJ;E-L-1;3;"Kimberli Mustchin";NULL;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 44.55";Excelsa;Light
VRM-93594-914;Jul-21-2021;66806-41795-MX;E-D-0.5;5;"Emlynne Laird";elaird5e@bing.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 36.45";Excelsa;Dark
HXL-22497-359;Aug-06-2019;64875-71224-UI;A-L-1;3;"Marlena Howsden";mhowsden5f@infoseek.co.jp;"United States";Ara;L;"1.0 kg";"$ 12.95";"$ 38.85";Arabica;Light
NOP-21394-646;May-23-2021;16982-35708-BZ;E-L-0.5;6;"Nealson Cuttler";ncuttler5g@parallels.com;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 53.46";Excelsa;Light
NOP-21394-646;May-23-2021;16982-35708-BZ;L-D-2.5;2;"Nealson Cuttler";ncuttler5g@parallels.com;"United States";Lib;D;"2.5 kg";"$ 29.78";"$ 59.57";Libarica;Dark
NOP-21394-646;May-23-2021;16982-35708-BZ;L-D-2.5;3;"Nealson Cuttler";ncuttler5g@parallels.com;"United States";Lib;D;"2.5 kg";"$ 29.78";"$ 89.35";Libarica;Dark
NOP-21394-646;May-23-2021;16982-35708-BZ;L-L-0.5;4;"Nealson Cuttler";ncuttler5g@parallels.com;"United States";Lib;L;"0.5 kg";"$ 9.51";"$ 38.04";Libarica;Light
NOP-21394-646;May-23-2021;16982-35708-BZ;E-M-1;3;"Nealson Cuttler";ncuttler5g@parallels.com;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 41.25";Excelsa;Medium
FTV-77095-168;Apr-08-2021;66708-26678-QK;L-L-0.5;6;"Adriana Lazarus";NULL;"United States";Lib;L;"0.5 kg";"$ 9.51";"$ 57.06";Libarica;Light
BOR-02906-411;Oct-17-2021;08743-09057-OO;L-D-2.5;6;"Tallie felip";tfelip5m@typepad.com;"United States";Lib;D;"2.5 kg";"$ 29.78";"$ 178.71";Libarica;Dark
WMP-68847-770;Feb-16-2022;37490-01572-JW;L-L-0.2;1;"Vanna Le - Count";vle5n@disqus.com;"United States";Lib;L;"0.2 kg";"$ 4.76";"$ 4.76";Libarica;Light
TMO-22785-872;Jul-15-2020;01811-60350-CU;E-M-1;6;"Sarette Ducarel";NULL;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 82.50";Excelsa;Medium
TJG-73587-353;Feb-22-2020;24766-58139-GT;R-D-0.2;3;"Kendra Glison";NULL;"United States";Rob;D;"0.2 kg";"$ 2.68";"$ 8.05";Robusta;Dark
OOU-61343-455;Jan-15-2021;90123-70970-NY;A-M-1;2;"Nertie Poolman";npoolman5q@howstuffworks.com;"United States";Ara;M;"1.0 kg";"$ 11.25";"$ 22.50";Arabica;Medium
RMA-08327-369;Jan-11-2021;93809-05424-MG;A-M-0.5;6;"Orbadiah Duny";oduny5r@constantcontact.com;"United States";Ara;M;"0.5 kg";"$ 6.75";"$ 40.50";Arabica;Medium
SFB-97929-779;Apr-08-2022;85425-33494-HQ;E-D-0.5;4;"Constance Halfhide";chalfhide5s@google.ru;Ireland;Exc;D;"0.5 kg";"$ 7.29";"$ 29.16";Excelsa;Dark
AUP-10128-606;Oct-01-2020;54387-64897-XC;A-M-0.5;1;"Fransisco Malecky";fmalecky5t@list-manage.com;"United Kingdom";Ara;M;"0.5 kg";"$ 6.75";"$ 6.75";Arabica;Medium
YTW-40242-005;Oct-28-2019;01035-70465-UO;L-D-1;4;"Anselma Attwater";aattwater5u@wikia.com;"United States";Lib;D;"1.0 kg";"$ 12.95";"$ 51.80";Libarica;Dark
PRP-53390-819;Mar-28-2021;84260-39432-ML;E-L-0.5;6;"Minette Whellans";mwhellans5v@mapquest.com;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 53.46";Excelsa;Light
GSJ-01065-125;Mar-31-2020;69779-40609-RS;E-D-0.2;4;"Dael Camilletti";dcamilletti5w@businesswire.com;"United States";Exc;D;"0.2 kg";"$ 3.65";"$ 14.58";Excelsa;Dark
YQU-65147-580;Mar-26-2022;80247-70000-HT;R-D-2.5;1;"Emiline Galgey";egalgey5x@wufoo.com;"United States";Rob;D;"2.5 kg";"$ 20.58";"$ 20.58";Robusta;Dark
QPM-95832-683;Nov-06-2019;35058-04550-VC;L-L-1;2;"Murdock Hame";mhame5y@newsvine.com;Ireland;Lib;L;"1.0 kg";"$ 15.85";"$ 31.70";Libarica;Light
BNQ-88920-567;Dec-30-2019;27226-53717-SY;L-D-0.2;6;"Ilka Gurnee";igurnee5z@usnews.com;"United States";Lib;D;"0.2 kg";"$ 3.89";"$ 23.31";Libarica;Dark
PUX-47906-110;Oct-01-2021;02002-98725-CH;L-M-1;4;"Alfy Snowding";asnowding60@comsenz.com;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 58.20";Libarica;Medium
COL-72079-610;Dec-09-2020;38487-01549-MV;E-L-0.5;4;"Godfry Poinsett";gpoinsett61@berkeley.edu;"United States";Exc;L;"0.5 kg";"$ 8.91";"$ 35.64";Excelsa;Light
LBC-45686-819;May-01-2021;98573-41811-EQ;A-M-1;5;"Rem Furman";rfurman62@t.co;Ireland;Ara;M;"1.0 kg";"$ 11.25";"$ 56.25";Arabica;Medium
BLQ-03709-265;Aug-04-2022;72463-75685-MV;R-L-0.2;3;"Charis Crosier";ccrosier63@xrea.com;"United States";Rob;L;"0.2 kg";"$ 3.58";"$ 10.75";Robusta;Light
BLQ-03709-265;Aug-04-2022;72463-75685-MV;R-M-0.2;5;"Charis Crosier";ccrosier63@xrea.com;"United States";Rob;M;"0.2 kg";"$ 2.99";"$ 14.93";Robusta;Medium
VFZ-91673-181;Nov-13-2021;10225-91535-AI;A-L-1;6;"Lenka Rushmer";lrushmer65@europa.eu;"United States";Ara;L;"1.0 kg";"$ 12.95";"$ 77.70";Arabica;Light
WKD-81956-870;Sep-16-2020;48090-06534-HI;L-D-0.5;3;"Waneta Edinborough";wedinborough66@github.io;"United States";Lib;D;"0.5 kg";"$ 7.77";"$ 23.31";Libarica;Dark
TNI-91067-006;Oct-05-2020;80444-58185-FX;E-L-1;4;"Bobbe Piggott";NULL;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 59.40";Excelsa;Light
IZA-61469-812;Jan-06-2020;13561-92774-WP;L-D-2.5;4;"Ketty Bromehead";kbromehead68@un.org;"United States";Lib;D;"2.5 kg";"$ 29.78";"$ 119.14";Libarica;Dark
PSS-22466-862;May-21-2021;11550-78378-GE;R-L-0.2;4;"Elsbeth Westerman";ewesterman69@si.edu;Ireland;Rob;L;"0.2 kg";"$ 3.58";"$ 14.34";Robusta;Light
REH-56504-397;Feb-26-2020;90961-35603-RP;A-M-2.5;5;"Anabelle Hutchens";ahutchens6a@amazonaws.com;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 129.37";Arabica;Medium
ALA-62598-016;Feb-19-2020;57145-03803-ZL;R-D-0.2;6;"Noak Wyvill";nwyvill6b@naver.com;"United Kingdom";Rob;D;"0.2 kg";"$ 2.68";"$ 16.11";Robusta;Dark
EYE-70374-835;Jun-29-2021;89115-11966-VF;R-L-0.2;5;"Beltran Mathon";bmathon6c@barnesandnoble.com;"United States";Rob;L;"0.2 kg";"$ 3.58";"$ 17.92";Robusta;Light
CCZ-19589-212;Mar-27-2021;05754-41702-FG;L-M-0.2;2;"Kristos Streight";kstreight6d@about.com;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 8.73";Libarica;Medium
BPT-83989-157;Oct-27-2021;84269-49816-ML;A-M-2.5;2;"Portie Cutchie";pcutchie6e@globo.com;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 51.75";Arabica;Medium
YFH-87456-208;Jun-12-2019;23600-98432-ME;L-M-0.2;2;"Sinclare Edsell";NULL;"United States";Lib;M;"0.2 kg";"$ 4.37";"$ 8.73";Libarica;Medium
JLN-14700-924;Jun-28-2020;79058-02767-CP;L-L-0.2;5;"Conny Gheraldi";cgheraldi6g@opera.com;"United Kingdom";Lib;L;"0.2 kg";"$ 4.76";"$ 23.78";Libarica;Light
JVW-22582-137;Mar-23-2021;89208-74646-UK;E-M-0.2;5;"Beryle Kenwell";bkenwell6h@over-blog.com;"United States";Exc;M;"0.2 kg";"$ 4.13";"$ 20.63";Excelsa;Medium
LAA-41879-001;Feb-10-2022;11408-81032-UR;L-L-2.5;1;"Tomas Sutty";tsutty6i@google.es;"United States";Lib;L;"2.5 kg";"$ 36.46";"$ 36.46";Libarica;Light
BRV-64870-915;Apr-16-2019;32070-55528-UG;L-L-2.5;5;"Samuele Ales0";NULL;Ireland;Lib;L;"2.5 kg";"$ 36.46";"$ 182.28";Libarica;Light
RGJ-12544-083;Feb-12-2020;48873-84433-PN;L-D-2.5;3;"Carlie Harce";charce6k@cafepress.com;Ireland;Lib;D;"2.5 kg";"$ 29.78";"$ 89.35";Libarica;Dark
JJX-83339-346;Jan-02-2022;32928-18158-OW;R-L-0.2;1;"Craggy Bril";NULL;"United States";Rob;L;"0.2 kg";"$ 3.58";"$ 3.58";Robusta;Light
BIU-21970-705;Dec-07-2020;89711-56688-GG;R-M-2.5;2;"Friederike Drysdale";fdrysdale6m@symantec.com;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 45.77";Robusta;Medium
ELJ-87741-745;Feb-20-2020;48389-71976-JB;E-L-1;4;"Devon Magowan";dmagowan6n@fc2.com;"United States";Exc;L;"1.0 kg";"$ 14.85";"$ 59.40";Excelsa;Light
SGI-48226-857;Jun-11-2020;84033-80762-EQ;A-M-2.5;6;"Codi Littrell";NULL;"United States";Ara;M;"2.5 kg";"$ 25.87";"$ 155.25";Arabica;Medium
AHV-66988-037;Sep-08-2020;12743-00952-KO;R-M-2.5;2;"Christel Speak";NULL;"United States";Rob;M;"2.5 kg";"$ 22.88";"$ 45.77";Robusta;Medium
ISK-42066-094;Mar-28-2020;41505-42181-EF;E-D-1;3;"Sibella Rushbrooke";srushbrooke6q@youku.com;"United States";Exc;D;"1.0 kg";"$ 12.15";"$ 36.45";Excelsa;Dark
FTC-35822-530;Oct-10-2020;14307-87663-KB;E-D-0.5;4;"Tammie Drynan";tdrynan6r@deviantart.com;"United States";Exc;D;"0.5 kg";"$ 7.29";"$ 29.16";Excelsa;Dark
VSS-56247-688;May-21-2022;08360-19442-GB;L-M-2.5;4;"Effie Yurkov";eyurkov6s@hud.gov;"United States";Lib;M;"2.5 kg";"$ 33.46";"$ 133.86";Libarica;Medium
HVW-25584-144;Apr-30-2020;93405-51204-UW;L-L-0.2;5;"Lexie Mallan";lmallan6t@state.gov;"United States";Lib;L;"0.2 kg";"$ 4.76";"$ 23.78";Libarica;Light
MUY-15309-209;Dec-12-2021;97152-03355-IW;L-D-1;3;"Georgena Bentjens";gbentjens6u@netlog.com;"United Kingdom";Lib;D;"1.0 kg";"$ 12.95";"$ 38.85";Libarica;Dark
VAJ-44572-469;Oct-27-2020;79216-73157-TE;R-L-0.2;6;"Delmar Beasant";NULL;Ireland;Rob;L;"0.2 kg";"$ 3.58";"$ 21.51";Robusta;Light
YJU-84377-606;Jul-07-2020;20259-47723-AC;A-D-1;1;"Lyn Entwistle";lentwistle6w@omniture.com;"United States";Ara;D;"1.0 kg";"$ 9.95";"$ 9.95";Arabica;Dark
VNC-93921-469;Jan-31-2020;04666-71569-RI;L-L-1;1;"Zacharias Kiffe";zkiffe74@cyberchimps.com;"United States";Lib;L;"1.0 kg";"$ 15.85";"$ 15.85";Libarica;Light
OGB-91614-810;Feb-18-2020;08909-77713-CG;R-M-0.2;1;"Mercedes Acott";macott6y@pagesperso-orange.fr;"United States";Rob;M;"0.2 kg";"$ 2.99";"$ 2.99";Robusta;Medium
BQI-61647-496;Jun-13-2021;84340-73931-VV;E-M-1;5;"Connor Heaviside";cheaviside6z@rediff.com;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 68.75";Excelsa;Medium
IOM-51636-823;Aug-06-2022;04609-95151-XH;A-D-1;3;"Devy Bulbrook";NULL;"United States";Ara;D;"1.0 kg";"$ 9.95";"$ 29.85";Arabica;Dark
GGD-38107-641;Nov-23-2021;99562-88650-YF;L-M-1;4;"Leia Kernan";lkernan71@wsj.com;"United States";Lib;M;"1.0 kg";"$ 14.55";"$ 58.20";Libarica;Medium
LTO-95975-728;Oct-13-2021;46560-73885-PJ;R-L-0.5;4;"Rosaline McLae";rmclae72@dailymotion.com;"United Kingdom";Rob;L;"0.5 kg";"$ 7.17";"$ 28.68";Robusta;Light
IGM-84664-265;Aug-31-2021;80179-44620-WN;R-L-0.5;3;"Cleve Blowfelde";cblowfelde73@ustream.tv;"United States";Rob;L;"0.5 kg";"$ 7.17";"$ 21.51";Robusta;Light
SKO-45740-621;Jan-16-2020;04666-71569-RI;L-M-0.5;2;"Zacharias Kiffe";zkiffe74@cyberchimps.com;"United States";Lib;M;"0.5 kg";"$ 8.73";"$ 17.46";Libarica;Medium
FOJ-02234-063;Apr-25-2022;59081-87231-VP;E-D-2.5;1;"Denyse O'Calleran";docalleran75@ucla.edu;"United States";Exc;D;"2.5 kg";"$ 27.95";"$ 27.95";Excelsa;Dark
MSJ-11909-468;Nov-13-2021;07878-45872-CC;E-D-2.5;5;"Cobby Cromwell";ccromwell76@desdev.cn;"United States";Exc;D;"2.5 kg";"$ 27.95";"$ 139.73";Excelsa;Dark
DKB-78053-329;Jun-08-2021;12444-05174-OO;R-M-0.2;2;"Irv Hay";ihay77@lulu.com;"United Kingdom";Rob;M;"0.2 kg";"$ 2.99";"$ 5.97";Robusta;Medium
DFZ-45083-941;Nov-21-2020;34665-62561-AU;R-L-2.5;1;"Tani Taffarello";ttaffarello78@sciencedaily.com;"United States";Rob;L;"2.5 kg";"$ 27.48";"$ 27.48";Robusta;Light
OTA-40969-710;Mar-14-2019;77877-11993-QH;R-L-1;5;"Monique Canty";mcanty79@jigsy.com;"United States";Rob;L;"1.0 kg";"$ 11.95";"$ 59.75";Robusta;Light
GRH-45571-667;Aug-16-2019;32291-18308-YZ;E-M-1;3;"Javier Kopke";jkopke7a@auda.org.au;"United States";Exc;M;"1.0 kg";"$ 13.75";"$ 41.25";Excelsa;Medium
NXV-05302-067;Apr-22-2019;25754-33191-ZI;L-M-2.5;4;"Mar McIver";NULL;"United States";Lib;M;"2.5 kg";"$ 33.46";"$ 133.86";Libarica;Medium
VZH-86274-142;May-02-2022;53120-45532-KL;R-L-1;5;"Arabella Fransewich";NULL;Ireland;Rob;L;"1.0 kg";"$ 11.95";"$ 59.75";Robusta;Light
KIX-93248-135;Feb-11-2020;36605-83052-WB;A-D-0.5;1;"Violette Hellmore";vhellmore7d@bbc.co.uk;"United States";Ara;D;"0.5 kg";"$ 5.97";"$ 5.97";Arabica;Dark
AXR-10962-010;Mar-28-2021;53683-35977-KI;E-D-1;2;"Myles Seawright";mseawright7e@nbcnews.com;"United Kingdom";Exc;D;"1.0 kg";"$ 12.15";"$ 24.30";Excelsa;Dark
IHS-71573-008;May-08-2021;07972-83134-NM;E-D-0.2;6;"Silvana Northeast";snortheast7f@mashable.com;"United States";Exc;D;"0.2 kg";"$ 3.65";"$ 21.87";Excelsa;Dark
QTR-19001-114;Nov-21-2019;01035-70465-UO;A-D-1;2;"Anselma Attwater";aattwater5u@wikia.com;"United States";Ara;D;"1.0 kg";"$ 9.95";"$ 19.90";Arabica;Dark
WBK-62297-910;May-17-2021;25514-23938-IQ;A-D-0.2;2;"Monica Fearon";mfearon7h@reverbnation.com;"United States";Ara;D;"0.2 kg";"$ 2.99";"$ 5.97";Arabica;Dark
OGY-19377-175;Jul-09-2019;49084-44492-OJ;E-D-0.5;1;"Barney Chisnell";NULL;Ireland;Exc;D;"0.5 kg";"$ 7.29";"$ 7.29";Excelsa;Dark
